timestamp_iso,timestamp_ms,session_id,test_id,state,state_name,fault_flags_hex,fault_list,estop,arm,mode_air,mode_water,charge,discharge,v_alt_V,i_load_A,power_alt_W,i_pump_A,i_comp_A,power_pump_W,power_comp_W,p1_vessel_psi,p2_motor_psi,p_hydro_mbar,temp_water_C,depth_cm,rpm_alt,rpm_water,water_valve_cmd_pct,water_valve_fb_pct,air_pulse_hz,compressor_on,pump_on,air_arm_open,water_valve_open,air_pulsing,v_setpoint_V,energy_alt_J,energy_pump_J,energy_comp_J,energy_input_J,eta_round_trip_pct,dp1_dt_psi_per_s
2026-06-05T01:09:45.917+00:00,2498,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.66,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,52.4,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,7.47
2026-06-05T01:09:46.045+00:00,2649,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,-17.66,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T01:09:46.144+00:00,2748,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.4,-9.68,0.0,0.0,0.0,0.0,0.0,0.0,52.7,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-7.47
2026-06-05T01:09:46.246+00:00,2848,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.64,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,52.7,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-2.4
2026-06-05T01:09:46.394+00:00,2998,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.42,-10.05,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,8.13
2026-06-05T01:09:46.599+00:00,3147,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.66,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-1.61
2026-06-05T01:09:46.696+00:00,3297,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.66,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T01:09:46.795+00:00,3397,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.66,-9.93,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T01:09:46.946+00:00,3547,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.4,-10.17,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-4.93
2026-06-05T01:09:47.045+00:00,3646,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.42,-9.93,0.0,0.0,0.0,0.0,0.0,0.0,52.8,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,9.9
2026-06-05T01:09:47.210+00:00,3746,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.42,-9.68,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T01:09:47.312+00:00,3896,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,-18.15,-9.56,0.0,0.0,0.0,0.0,0.0,0.0,53.2,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-4.87
2026-06-05T01:09:47.446+00:00,4045,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.66,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,53.4,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,3.29
2026-06-05T01:09:47.545+00:00,4145,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.91,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,53.4,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-2.5
2026-06-05T01:09:47.696+00:00,4295,e49eb1c7-558f-49dc-afd3-75a21e45690f,,10,FAULT,0x04C0,I2C_TIMEOUT|SENSOR_RANGE|SELFTEST,0,1,1,0,0,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,-18.15,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-1.6
