timestamp_iso,timestamp_ms,session_id,event_type,detail
2026-06-05T07:41:38.693+00:00,5657,7bf0e23b-e546-4171-8243-7b016fd37d6e,STATE_CHANGE,OFF -> ARMED_IDLE
2026-06-05T07:42:28.204+00:00,55066,7bf0e23b-e546-4171-8243-7b016fd37d6e,STATE_CHANGE,ARMED_IDLE -> CHARGE_WATER
2026-06-05T07:42:28.321+00:00,55240,7bf0e23b-e546-4171-8243-7b016fd37d6e,FAULT,PUMP_CAVITATION
2026-06-05T07:42:43.068+00:00,69977,7bf0e23b-e546-4171-8243-7b016fd37d6e,STATE_CHANGE,FAULT -> ARMED_IDLE
2026-06-05T07:42:47.966+00:00,74871,7bf0e23b-e546-4171-8243-7b016fd37d6e,STATE_CHANGE,ARMED_IDLE -> CHARGE_WATER
2026-06-05T07:42:48.143+00:00,75045,7bf0e23b-e546-4171-8243-7b016fd37d6e,FAULT,PUMP_CAVITATION
2026-06-05T07:44:10.279+00:00,157112,7bf0e23b-e546-4171-8243-7b016fd37d6e,FAULT,SENSOR_RANGE|PUMP_CAVITATION
