timestamp_iso,timestamp_ms,session_id,test_id,state,state_name,fault_flags_hex,fault_list,estop,arm,mode_air,mode_water,charge,discharge,v_alt_V,i_load_A,power_alt_W,i_pump_A,i_comp_A,power_pump_W,power_comp_W,p1_vessel_psi,p2_motor_psi,p_hydro_mbar,temp_water_C,depth_cm,rpm_alt,rpm_water,water_valve_cmd_pct,water_valve_fb_pct,air_pulse_hz,compressor_on,pump_on,air_arm_open,water_valve_open,air_pulsing,v_setpoint_V,energy_alt_J,energy_pump_J,energy_comp_J,energy_input_J,eta_round_trip_pct,dp1_dt_psi_per_s
2026-06-05T00:04:22.944+00:00,339,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C01,ESTOP|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.96,112.01,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:04:23.085+00:00,512,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.27,0.57,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-830.58
2026-06-05T00:04:23.257+00:00,684,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,30.38,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-34.13
2026-06-05T00:04:23.429+00:00,856,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.21,108.71,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,870.99
2026-06-05T00:04:23.601+00:00,1027,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,-12.5,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-1006.14
2026-06-05T00:04:23.773+00:00,1199,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.36,31.85,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,140.7
2026-06-05T00:04:23.945+00:00,1371,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.01,108.22,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,846.8
2026-06-05T00:04:24.117+00:00,1543,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,-12.5,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-1071.28
2026-06-05T00:04:24.289+00:00,1715,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.51,37.71,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,312.56
2026-06-05T00:04:24.462+00:00,1887,74b253e2-c24b-478f-b6df-b8d2b7e04d3a,,11,ESTOP,0x0C81,ESTOP|SENSOR_RANGE|SELFTEST|OVERPRESSURE,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.01,107.0,1004.2,19.6,-2.6,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,758.72
