timestamp_iso,timestamp_ms,session_id,test_id,state,state_name,fault_flags_hex,fault_list,estop,arm,mode_air,mode_water,charge,discharge,v_alt_V,i_load_A,power_alt_W,i_pump_A,i_comp_A,power_pump_W,power_comp_W,p1_vessel_psi,p2_motor_psi,p_hydro_mbar,temp_water_C,depth_cm,rpm_alt,rpm_water,water_valve_cmd_pct,water_valve_fb_pct,air_pulse_hz,compressor_on,pump_on,air_arm_open,water_valve_open,air_pulsing,v_setpoint_V,energy_alt_J,energy_pump_J,energy_comp_J,energy_input_J,eta_round_trip_pct,dp1_dt_psi_per_s
2026-06-05T00:48:29.171+00:00,207,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0400,SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:48:29.295+00:00,330,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-1.95
2026-06-05T00:48:32.879+00:00,3910,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.42,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-7.9
2026-06-05T00:48:33.005+00:00,4033,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-5.93
2026-06-05T00:48:33.132+00:00,4160,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.819,3.582,578.28,429.84,53.93,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,73.44,54.59,128.03,0.0,1.89
2026-06-05T00:48:33.260+00:00,4289,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.655,3.089,558.6,370.68,53.69,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,145.5,102.41,247.91,0.0,-1.86
2026-06-05T00:48:33.390+00:00,4418,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.682,3.117,561.84,374.04,55.4,0.32,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,217.98,150.66,368.64,0.0,13.26
2026-06-05T00:48:33.518+00:00,4547,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.665,3.058,559.8,366.96,53.93,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,290.19,198.0,488.19,0.0,-11.4
2026-06-05T00:48:33.648+00:00,4676,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.653,3.034,558.36,364.08,53.69,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,362.22,244.96,607.18,0.0,-1.86
2026-06-05T00:48:33.779+00:00,4805,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.653,3.01,558.36,361.2,53.2,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,434.25,291.56,725.81,0.0,-3.8
2026-06-05T00:48:33.906+00:00,4934,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.683,3.025,561.96,363.0,53.93,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,506.74,338.38,845.13,0.0,5.66
2026-06-05T00:48:34.037+00:00,5062,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,4.723,3.032,566.76,363.84,53.93,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,579.29,384.96,964.24,0.0,0.0
