timestamp_iso,timestamp_ms,session_id,test_id,state,state_name,fault_flags_hex,fault_list,estop,arm,mode_air,mode_water,charge,discharge,v_alt_V,i_load_A,power_alt_W,i_pump_A,i_comp_A,power_pump_VA,power_pump_W,power_comp_VA,power_comp_W,p1_vessel_psi,p2_motor_psi,p_hydro_mbar,temp_water_C,depth_cm,rpm_alt,rpm_water,water_valve_cmd_pct,water_valve_fb_pct,air_pulse_hz,compressor_on,pump_on,air_arm_open,water_valve_open,air_pulsing,v_setpoint_V,energy_alt_J,energy_pump_J,energy_comp_J,energy_input_J,eta_round_trip_pct,dp1_dt_psi_per_s
2026-06-05T07:41:33.896+00:00,862,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,112.5,1013.0,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T07:41:34.065+00:00,1033,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,1013.1,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,8.95
2026-06-05T07:41:34.237+00:00,1205,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,112.5,1013.1,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,3.78
2026-06-05T07:41:34.409+00:00,1376,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.15,1013.0,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,-3.8
2026-06-05T07:41:34.581+00:00,1547,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,1013.0,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T07:41:34.752+00:00,1718,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,1013.0,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T07:41:34.921+00:00,1889,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.34,1013.0,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T07:41:35.093+00:00,2060,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,1013.0,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T07:41:35.265+00:00,2232,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,112.25,1013.0,20.3,9.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,-1.8
2026-06-05T07:41:35.437+00:00,2403,7bf0e23b-e546-4171-8243-7b016fd37d6e,,1,OFF,0x0000,NONE,0,0,0,0,0,0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,1013.1,20.3,9.1,0.0,0.0,0.0,,0.0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0.0,1.81
